X,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,retweeted,longitude,latitude,text
18,FALSE,TylerHickok,8/8/2013 11:27,FALSE,3.65E+17,3.65E+17,335462004,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BlakeCunning21,0,FALSE,NA,NA,@TylerHickok was it inspired by a little Marvin gaye abs chardonnay?
19,FALSE,<NA>,8/8/2013 11:26,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_barneywynne_,1,FALSE,NA,NA,Just to set the mood girl i brought some marvin gaye and chardonnay
20,FALSE,<NA>,8/8/2013 11:26,FALSE,NA,3.65E+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",Ms_Sharn,1,FALSE,NA,NA,"RT @Tamgui: MT @Jdnrm: Some kind of meat, and a piss poor measure of Hamilton Chardonnay http://t.co/yNMFbZLHK1 #LeedsVsSydney #LeedsTour?"
21,FALSE,<NA>,8/8/2013 11:25,FALSE,NA,3.65E+17,NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",WineHotelsColl,2,FALSE,NA,NA,RT @vcveats: 446 Chardonnay http://t.co/ucSyVGev93 #winetourism
22,FALSE,<NA>,8/8/2013 11:22,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lynzi_89,0,FALSE,NA,NA,I can never eat a full packet of Co-op sea salt and Chardonnay wine vinegar flavour crisps. They're too intense.
23,FALSE,<NA>,8/8/2013 11:20,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nkechixox_,0,FALSE,NA,NA,Marvin Gaye and Chardonnay
24,FALSE,<NA>,8/8/2013 11:19,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A_ForeverThing,0,FALSE,NA,NA,I brought some Marvin Gaye and Chardonnay.
25,FALSE,<NA>,8/8/2013 11:18,FALSE,NA,3.65E+17,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",vcveats,2,FALSE,NA,NA,446 Chardonnay http://t.co/ucSyVGev93 #winetourism
26,FALSE,<NA>,8/8/2013 11:17,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_barneywynne_,1,FALSE,NA,NA,RT @NowOnRadio1Xtra: Marvin &amp; Chardonnay - by Big Sean #bbc #radio1xtra
27,FALSE,<NA>,8/8/2013 11:17,FALSE,NA,3.65E+17,NA,"<a href=""http://airflakes.com"" rel=""nofollow"">Airflakes.com</a>",NowOnRadio1Xtra,1,FALSE,NA,NA,Marvin &amp; Chardonnay - by Big Sean #bbc #radio1xtra
28,FALSE,<NA>,8/8/2013 11:15,FALSE,NA,3.65E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Tamgui,1,FALSE,NA,NA,"MT @Jdnrm: Some kind of meat, and a piss poor measure of Hamilton Chardonnay http://t.co/yNMFbZLHK1 #LeedsVsSydney #LeedsTourismBoard"
29,FALSE,<NA>,8/8/2013 11:13,FALSE,NA,3.65E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">Photos on iOS</a>",Jdnrm,0,FALSE,NA,NA,"Blue eye Trevalla roasted fillet with Jerusalem artichoke, Jamon &amp; witlof w/ 2012 Hamilton Chardonnay #Aria http://t.co/AnFDxUmpdo"
30,FALSE,<NA>,8/8/2013 11:05,FALSE,NA,3.65E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",colie220,0,FALSE,NA,NA,7 am cocktails to start the trip! @stineyyyy homemade mimosas at the club #orangejuice #Chardonnay http://t.co/DuALwat7V6
31,FALSE,<NA>,8/8/2013 11:02,FALSE,NA,3.65E+17,NA,web,swiftsgron,0,FALSE,NA,NA,I dreamt that @gracehelbig cooked me dinner and insisted I drank Chardonnay to it. Why Chardonnay. And why were we sitting on a rock.
32,FALSE,<NA>,8/8/2013 10:52,FALSE,NA,3.65E+17,NA,web,jannedennis,3,FALSE,NA,NA,"RT @FlashVino: Had a lot of customers asking what happened to old school big oaky buttery Chardonnay recently, my answer, you stopped buyin?"
33,FALSE,<NA>,8/8/2013 10:46,FALSE,NA,3.65E+17,NA,web,ohsostill,0,FALSE,NA,NA,"Hey, Grannies, meditation and chardonnay! http://t.co/yjsysb6UBy"
34,FALSE,<NA>,8/8/2013 10:42,FALSE,NA,3.65E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",rceX,0,FALSE,NA,NA,wine 2010 Fox Run Vineyards Chardonnay Reserve 750 mL by Fox Run Vineyards Buy new: $15.99 (Visit the Hot New... http://t.co/klgpgcI8pH
35,FALSE,<NA>,8/8/2013 10:42,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticegr,1,FALSE,NA,NA,RT @majesticgul: Very exciting online exclusive the Eileen Hardy Chardonnay from Tasmania - very very good - check out the website for det?
36,FALSE,<NA>,8/8/2013 10:41,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticgul,1,FALSE,NA,NA,Very exciting online exclusive the Eileen Hardy Chardonnay from Tasmania - very very good - check out the website for details
37,FALSE,<NA>,8/8/2013 10:40,FALSE,NA,3.65E+17,NA,web,Lawrence0123,0,FALSE,NA,NA,"nothing like a racing game victory,and good music blasting in your earphones..and a beer or chardonnay--specially after reading alot or movi"
38,FALSE,<NA>,8/8/2013 10:39,FALSE,NA,3.65E+17,NA,web,mrsh1965,287,FALSE,NA,NA,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?"
39,FALSE,<NA>,8/8/2013 10:34,FALSE,NA,3.65E+17,NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",JourneysEndWine,1,FALSE,NA,NA,"RT @champdenwhite: @JourneysEndWine Thanks for the support, glad you like the pictures. Had a bottle of your Chardonnay at the weekend. Lov?"
40,FALSE,champdenwhite,8/8/2013 10:34,FALSE,3.65E+17,3.65E+17,167407088,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",JourneysEndWine,0,FALSE,NA,NA,@champdenwhite A pleasure Colin and thank you for the support too. So pleased you enjoyed the Chardonnay. @waitrosewine
41,FALSE,<NA>,8/8/2013 10:33,FALSE,NA,3.65E+17,NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",CraftCocktail,1,FALSE,NA,NA,RT @TheWineOak: #thewineoak #pouring #wine into a #wineglass #whitewine #chardonnay #spring http://t.co/m4wpihibKl
42,FALSE,JourneysEndWine,8/8/2013 10:32,FALSE,3.65E+17,3.65E+17,554991011,web,champdenwhite,1,FALSE,NA,NA,"@JourneysEndWine Thanks for the support, glad you like the pictures. Had a bottle of your Chardonnay at the weekend. Lovely. @waitrosewine"
43,FALSE,<NA>,8/8/2013 10:30,FALSE,NA,3.65E+17,NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",PatrickShabangu,0,FALSE,NA,NA,But this girl. I don't drink hey! :/ RT @CurvyChoc_Brown: @PatrickShabangu I got a bottle of Chardonnay!!! Lets!!!
44,FALSE,PatrickShabangu,8/8/2013 10:28,FALSE,3.65E+17,3.65E+17,52414208,web,CurvyChoc_Brown,0,FALSE,NA,NA,@PatrickShabangu I got a bottle od Chardonnay!!! Lets!!!
45,FALSE,LeopardLeapWine,8/8/2013 10:28,FALSE,NA,3.65E+17,67601424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elybuk,0,FALSE,NA,NA,@LeopardLeapWine unwooded 2012 #chardonnay was my fave of the #wine tasting &amp; in all of #Franschhoek SAF. Zesty! http://t.co/zNtFOnIfVp
46,FALSE,FrommWinery,8/8/2013 10:28,FALSE,3.65E+17,3.65E+17,184918004,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NickWineJournal,0,FALSE,NA,NA,"I visited FROMM in 2007, Chardonnay stood out to me, old world style, very good! RT?@FrommWinery: @NickWineJournal nice praise, thanks Nick?"
47,FALSE,<NA>,8/8/2013 10:27,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AgeGoodBarGuide,3,FALSE,NA,NA,"RT @FlashVino: Had a lot of customers asking what happened to old school big oaky buttery Chardonnay recently, my answer, you stopped buyin?"
48,FALSE,<NA>,8/8/2013 10:26,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",___GOLDIE,0,FALSE,NA,NA,Marvin Gaye and Chardonnay
49,FALSE,<NA>,8/8/2013 10:25,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticgul,1,FALSE,NA,NA,RT @majesticwine: New! Super cool climate Tasmanian Chardonnay exclusive to http://t.co/RZNbPTEi1U. On trend and absolutely delicious! http?
50,FALSE,<NA>,8/8/2013 10:23,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FlashVino,3,FALSE,NA,NA,"Had a lot of customers asking what happened to old school big oaky buttery Chardonnay recently, my answer, you stopped buying it!"
51,FALSE,<NA>,8/8/2013 10:19,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nicereminders,19,FALSE,NA,NA,RT @JinkxMonsoon: This is how Jinkx double fists: chocolate milkshake and a polite glass of Chardonnay. http://t.co/DuD04ylk5w
52,FALSE,<NA>,8/8/2013 10:18,FALSE,NA,3.65E+17,NA,web,majesticwine,1,FALSE,NA,NA,New! Super cool climate Tasmanian Chardonnay exclusive to http://t.co/RZNbPTEi1U. On trend and absolutely delicious! http://t.co/3UtfDmKbjx
53,FALSE,<NA>,8/8/2013 10:17,FALSE,NA,3.65E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",jessinthewild,0,FALSE,NA,NA,#wine #icebucket #work #rose #white #colour #pinotgrigio #sauvignon #blanc #chardonnay http://t.co/YenLNfPfih
54,FALSE,<NA>,8/8/2013 10:15,FALSE,NA,3.65E+17,NA,web,JamiesItalianIE,0,FALSE,NA,NA,"Today's Special! Cockle Linguine - Juicy cockles w/ garlic, chilli, parsley, tossed through pasta w/ butter &amp; organic Chardonnay white wine!"
55,FALSE,TascaWine,8/8/2013 10:13,FALSE,3.65E+17,3.65E+17,589915757,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",adam_pache,0,FALSE,NA,NA,@TascaWine an extremely delicious Chardonnay
56,FALSE,<NA>,8/8/2013 10:11,FALSE,NA,3.65E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",TheWineOak,1,FALSE,NA,NA,#thewineoak #pouring #wine into a #wineglass #whitewine #chardonnay #spring http://t.co/m4wpihibKl
57,FALSE,<NA>,8/8/2013 10:10,FALSE,NA,3.65E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",PrinthieWines,2,FALSE,NA,NA,"RT @DeBortoliWines: @vitibit:Hello Chardonnay, did you not get the memo? #itsstillwinter @DeBortoliWines #huntervalley http://t.co/va5YFIo?"
58,FALSE,<NA>,8/8/2013 10:01,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MzChardonnay87,1,FALSE,NA,NA,RT @bubblexxxmag: Mz.Chardonnay | BubbleShake http://t.co/ODWgM2cIr8
59,FALSE,<NA>,8/8/2013 10:01,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KohdeeeN,0,FALSE,NA,NA,Chardonnay has got me feelin nice
60,FALSE,<NA>,8/8/2013 9:40,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majestictun,0,FALSE,NA,NA,"Good morning #tunbridgewells! Come and try some catena alta, a fine wine Chardonnay from Argentina!"
61,FALSE,<NA>,8/8/2013 9:40,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticsunn,0,FALSE,NA,NA,I've just seen the email about the Eileen Hardy Chardonnay...really good quality wine that. It's got my coveted stamp of approval.
62,FALSE,<NA>,8/8/2013 9:39,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majestictun,0,FALSE,NA,NA,"On the tasting counter: Wine of the Week Catena Alta Chardonnay 2010, Mendoza http://t.co/JDBaE0TdQj"
63,FALSE,JinkxMonsoon,8/8/2013 9:38,FALSE,3.65E+17,3.65E+17,627949093,web,LisaF1163,0,FALSE,NA,NA,"@JinkxMonsoon Normally, I'd take the milkshake, but after this week at work, I'll take the chardonnay! Xo!"
64,FALSE,<NA>,8/8/2013 9:38,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KohdeeeN,0,FALSE,NA,NA,#Chardonnay Ayyyyy
65,FALSE,<NA>,8/8/2013 9:37,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticshe,0,FALSE,NA,NA,"On the tasting counter: Septimo D?a Chardonnay 2012, Mendoza http://t.co/XBjnwd4rA6"
66,FALSE,<NA>,8/8/2013 9:35,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LaMouff,6,FALSE,NA,NA,RT @DonJon: ?@irishtexan0881: @DonJon You would love Chicken Chardonnay with a cream mushroom sauce.? nah no dairy
67,FALSE,<NA>,8/8/2013 9:33,FALSE,NA,3.65E+17,NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume?for?Android</a>",kee_folarin,0,FALSE,NA,NA,"Just to set the mood, girl i brought some marvin gaye and Chardonnay"
68,FALSE,<NA>,8/8/2013 9:30,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArthurSoltys,0,FALSE,NA,NA,CHARDONNAY IS SO GROSSE
69,FALSE,<NA>,8/8/2013 9:30,FALSE,NA,3.65E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",UrbezoWines,0,FALSE,NA,NA,"Spanish white #wine? Try our #chardonnay SOLAR DE URBEZO, very well valued internationally http://t.co/PmOLps4snY http://t.co/ItsFBSHvRS"
70,FALSE,<NA>,8/8/2013 9:22,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kaleidocakes,19,FALSE,NA,NA,RT @JinkxMonsoon: This is how Jinkx double fists: chocolate milkshake and a polite glass of Chardonnay. http://t.co/DuD04ylk5w
71,FALSE,<NA>,8/8/2013 9:21,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elfeceselking,2,FALSE,NA,NA,RT @LindsRocksGreen: Well I can tell by this empty bottle of Chardonnay that it is bed time
72,FALSE,<NA>,8/8/2013 9:21,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NicAtt,0,FALSE,NA,NA,There are few mental cobwebs a 10km run can't clear. And it leaves you feeling smug. Now for some Chardonnay with lunch and @kerrywhitcomb
73,FALSE,<NA>,8/8/2013 9:16,FALSE,NA,3.65E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Mz_Chardonnay,3,FALSE,NA,NA,The video for Black Skinhead is really odd though... o.O
74,FALSE,<NA>,8/8/2013 9:16,FALSE,NA,3.65E+17,NA,web,EvaMaurin2,6,FALSE,NA,NA,RT @DonJon: ?@irishtexan0881: @DonJon You would love Chicken Chardonnay with a cream mushroom sauce.? nah no dairy
75,FALSE,<NA>,8/8/2013 9:10,FALSE,NA,3.65E+17,NA,"<a href=""http://www.majestic.co.uk"" rel=""nofollow"">Majestic Wine</a>",majesticbrh,0,FALSE,NA,NA,"On the tasting counter: Mountain View Chardonnay 2012, Luis Felipe Edwards, Central Valley http://t.co/hLByCRdsTT"
76,FALSE,PolperroNews,8/8/2013 9:08,FALSE,3.65E+17,3.65E+17,559429415,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anoniphone,0,FALSE,NA,NA,@PolperroNews Just reminiscing... The Chardonnay is taking its toll!! Cheers.
77,FALSE,<NA>,8/8/2013 9:08,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nauranadif,6,FALSE,NA,NA,RT @DonJon: ?@irishtexan0881: @DonJon You would love Chicken Chardonnay with a cream mushroom sauce.? nah no dairy
78,FALSE,<NA>,8/8/2013 9:01,FALSE,NA,3.65E+17,NA,web,rowanthewarrior,6,FALSE,NA,NA,RT @DonJon: ?@irishtexan0881: @DonJon You would love Chicken Chardonnay with a cream mushroom sauce.? nah no dairy
79,FALSE,<NA>,8/8/2013 8:59,FALSE,NA,3.65E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",KloesaurusRex,0,FALSE,NA,NA,#drinking #chardonnay #evansandtate #jimbeam #honey #couplethings #endofmyworkweek #ilovelife #21stglass http://t.co/KXgbRAQfsB
80,FALSE,<NA>,8/8/2013 8:56,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",harrypls,0,FALSE,NA,NA,it's a black fly in your chardonnay
81,FALSE,<NA>,8/8/2013 8:53,FALSE,NA,3.65E+17,NA,web,irishtexan0881,6,FALSE,NA,NA,RT @DonJon: ?@irishtexan0881: @DonJon You would love Chicken Chardonnay with a cream mushroom sauce.? nah no dairy
82,FALSE,justinmccurry,8/8/2013 8:48,FALSE,3.65E+17,3.65E+17,47005268,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",InsideJapan,0,FALSE,NA,NA,@justinmccurry Canned Chardonnay is my favourite bit of your last tweet. I am sure there would be outrage in France at reading that.
83,FALSE,<NA>,8/8/2013 8:45,FALSE,NA,3.65E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,I'm on the phone with you. ? weirdo lol http://t.co/8P1RiQeJPZ
84,FALSE,<NA>,8/8/2013 8:43,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JackWa789,0,FALSE,NA,NA,Faaaaaaarrr too much Chardonnay last night!! #ropey
85,FALSE,<NA>,8/8/2013 8:41,FALSE,NA,3.65E+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",Sipp_ChardonNAY,0,FALSE,NA,NA,Guess what I'm doing. ? what you doing? http://t.co/6xbzVKGTiE
86,FALSE,<NA>,8/8/2013 8:40,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mr_twenty7,1,FALSE,NA,NA,RT @onikanomaraj: Chardonnay is legit #carname
87,FALSE,<NA>,8/8/2013 8:39,FALSE,NA,3.65E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",ImirBailey_4,0,FALSE,NA,NA,"Chardonnay and Courtney pissed me off today.. Fam or not, I aint messing with them no more"
88,FALSE,dirty_14,8/8/2013 8:34,FALSE,3.65E+17,3.65E+17,164457692,web,MarkBoric,0,FALSE,NA,NA,@dirty_14 @RitaPanahi Chardonnay from Footballer's Wives an exception?
89,FALSE,<NA>,8/8/2013 8:30,FALSE,NA,3.65E+17,NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>",HorseradishATL,1,FALSE,NA,NA,Southern Fusion in Buckhead is Horseradish Grill - Chardonnay &amp; Shrimp &amp; Grits http://t.co/F6z6rWemwc
90,FALSE,<NA>,8/8/2013 8:27,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bilbo_bagginsss,6,FALSE,NA,NA,RT @DonJon: ?@irishtexan0881: @DonJon You would love Chicken Chardonnay with a cream mushroom sauce.? nah no dairy
91,FALSE,irishtexan0881,8/8/2013 8:25,FALSE,3.65E+17,3.65E+17,55853364,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DonJon,6,FALSE,NA,NA,?@irishtexan0881: @DonJon You would love Chicken Chardonnay with a cream mushroom sauce.? nah no dairy
92,FALSE,Mz_Chardonnay,8/8/2013 8:16,FALSE,3.65E+17,3.65E+17,440231762,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tnak21,0,FALSE,NA,NA,@Mz_Chardonnay I see... but let us stay optimistic yh...!
93,FALSE,<NA>,8/8/2013 8:16,FALSE,NA,3.65E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",fatavejzovic,0,FALSE,NA,NA,"It's like our first date... Time past fast, like the flash of a blink, A little chardonnay, lingerie and a mink. http://t.co/YfD66FSEMY"
94,FALSE,<NA>,8/8/2013 8:15,FALSE,NA,3.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kayner109,19,FALSE,NA,NA,RT @JinkxMonsoon: This is how Jinkx double fists: chocolate milkshake and a polite glass of Chardonnay. http://t.co/DuD04ylk5w
95,FALSE,<NA>,8/8/2013 8:13,FALSE,NA,3.65E+17,NA,web,CipherLeChiffre,0,FALSE,NA,NA,"Days like these are when I need a glass of chardonnay or chianti, a novel with purpose, or a silent, meaningless round of chess."
